pathway,drug,n,rho,P,q
mTOR signaling pathway,Trametinib,49,-0.008775510204081632,0.9522799731828591,0.9843598274253951
mTOR signaling pathway,Erlotinib,49,-0.2657142857142857,0.06499236984259193,0.8766703776965332
mTOR signaling pathway,Selumetinib,49,-0.16193877551020408,0.2662822396449768,0.9323688896375848
Hedgehog signaling pathway,MK-1775,49,-0.03959183673469387,0.7870877722027299,0.9621202040318297
Hedgehog signaling pathway,Paclitaxel,49,0.04306122448979591,0.7689234255952565,0.9621202040318297
Hedgehog signaling pathway,Gefitinib,49,0.07142857142857141,0.6257509292018497,0.9605053886154118
Hedgehog signaling pathway,Gemcitabine,49,0.12989795918367344,0.37368629890471894,0.9323688896375848
Hedgehog signaling pathway,5-Fluorouracil,49,0.014795918367346936,0.9196273347865715,0.9797021202123788
Hedgehog signaling pathway,Palbociclib,49,-0.052448979591836725,0.720409562802771,0.9621202040318297
Hedgehog signaling pathway,Docetaxel,49,-0.06632653061224489,0.6506933174468357,0.9605053886154118
Hedgehog signaling pathway,Cisplatin,49,-0.02071428571428571,0.8876551780906028,0.9744736711156785
Hedgehog signaling pathway,AZD7762,49,-0.01806122448979592,0.9019687169134338,0.9779925494380717
Hedgehog signaling pathway,AZD6738,49,0.014285714285714284,0.9223901797847311,0.9800395660212768
Hedgehog signaling pathway,Talazoparib,49,-0.02724489795918367,0.8525817195563454,0.9707745124543434
Hedgehog signaling pathway,Niraparib,49,-0.21653061224489792,0.13507678269671985,0.9158113520080801
Hedgehog signaling pathway,Olaparib,49,-0.005408163265306122,0.9705806128510163,0.9854089277695735
Hedgehog signaling pathway,Ribociclib,49,-0.017857142857142853,0.9030710955823508,0.9779925494380717
Hedgehog signaling pathway,Trametinib,49,0.23755102040816325,0.10026895231127432,0.9048963474017473
Hedgehog signaling pathway,Erlotinib,49,0.11275510204081632,0.4404847937295707,0.9323688896375848
Hedgehog signaling pathway,Selumetinib,49,0.06183673469387754,0.6729613970287297,0.9606960724676396
AMPK signaling pathway,MK-1775,49,-0.28632653061224483,0.046095274312901696,0.7945052062349137
AMPK signaling pathway,Paclitaxel,49,-0.2061224489795918,0.15534015787015604,0.9158113520080801
AMPK signaling pathway,Gefitinib,49,0.09326530612244896,0.5238675339588198,0.9522796806568614
AMPK signaling pathway,Gemcitabine,49,-0.1580612244897959,0.27805360751706676,0.9323688896375848
AMPK signaling pathway,5-Fluorouracil,49,-0.1677551020408163,0.24925596193400132,0.9323688896375848
AMPK signaling pathway,Palbociclib,49,0.04989795918367347,0.733494316510297,0.9621202040318297
AMPK signaling pathway,Docetaxel,49,-0.18183673469387754,0.2111338792643694,0.9166331273697411
AMPK signaling pathway,Cisplatin,49,-0.07938775510204081,0.5876632401166234,0.9605053886154118
AMPK signaling pathway,AZD7762,49,-0.39163265306122447,0.005389743603927469,0.6566504290784966
AMPK signaling pathway,AZD6738,49,-0.25448979591836735,0.07762732282121558,0.8975802883155288
AMPK signaling pathway,Talazoparib,49,-0.12061224489795919,0.4090820520951203,0.9323688896375848
AMPK signaling pathway,Niraparib,49,0.07275510204081632,0.6193317810229702,0.9605053886154118
AMPK signaling pathway,Olaparib,49,-0.06030612244897959,0.6806178762272093,0.9621202040318297
AMPK signaling pathway,Ribociclib,49,0.1330612244897959,0.36206071897286085,0.9323688896375848
AMPK signaling pathway,Trametinib,49,-0.31224489795918364,0.028945877451653796,0.7945052062349137
AMPK signaling pathway,Erlotinib,49,-0.0486734693877551,0.739801975559163,0.9621202040318297
AMPK signaling pathway,Selumetinib,49,-0.13591836734693877,0.3517509880495888,0.9323688896375848
Viral carcinogenesis,MK-1775,49,-0.035918367346938776,0.8064433573518014,0.9621202040318297
Viral carcinogenesis,Paclitaxel,49,-0.051632653061224484,0.7245882767814482,0.9621202040318297
Viral carcinogenesis,Gefitinib,49,0.14244897959183672,0.32887008178047294,0.9323688896375848
Viral carcinogenesis,Gemcitabine,49,0.3148979591836734,0.027539657243541817,0.7945052062349137
Viral carcinogenesis,5-Fluorouracil,49,0.13979591836734692,0.33805032922142886,0.9323688896375848
Viral carcinogenesis,Palbociclib,49,0.13091836734693876,0.3699119293093418,0.9323688896375848
Viral carcinogenesis,Docetaxel,49,-0.02091836734693877,0.8865555449474118,0.9744736711156785
Viral carcinogenesis,Cisplatin,49,0.15979591836734694,0.2727457764309065,0.9323688896375848
Viral carcinogenesis,AZD7762,49,-0.09642857142857142,0.5098230128781237,0.9443281297715301
Viral carcinogenesis,AZD6738,49,0.046530612244897955,0.7508810056804279,0.9621202040318297
Viral carcinogenesis,Talazoparib,49,0.3533673469387755,0.012751088725095403,0.7945052062349137
Viral carcinogenesis,Niraparib,49,0.2691836734693877,0.061438148045813025,0.8766703776965332
Viral carcinogenesis,Olaparib,49,0.19397959183673466,0.18170310969321607,0.9158113520080801
Viral carcinogenesis,Ribociclib,49,-0.002040816326530612,0.9888962559680105,0.9916092772463863
Viral carcinogenesis,Trametinib,49,-0.07183673469387755,0.6237728517794128,0.9605053886154118
Viral carcinogenesis,Erlotinib,49,0.28153061224489795,0.05003344472983395,0.7950966977719265
Viral carcinogenesis,Selumetinib,49,-0.020510204081632653,0.8887550205302489,0.9744736711156785
Breast cancer,MK-1775,49,0.05642857142857142,0.7001558641524568,0.9621202040318297
Breast cancer,Paclitaxel,49,-0.029489795918367343,0.8405865808904409,0.9682941803248558
Breast cancer,Gefitinib,49,-0.03959183673469387,0.7870877722027299,0.9621202040318297
Breast cancer,Gemcitabine,49,0.07346938775510203,0.6158868750288561,0.9605053886154118
Breast cancer,5-Fluorouracil,49,0.1560204081632653,0.2843846597657702,0.9323688896375848
Breast cancer,Palbociclib,49,-0.1170408163265306,0.4231931502241094,0.9323688896375848
Breast cancer,Docetaxel,49,0.01989795918367347,0.8920557833770958,0.9744736711156785
Breast cancer,Cisplatin,49,-0.029387755102040815,0.8411310595161197,0.9682941803248558
Breast cancer,AZD7762,49,0.13979591836734692,0.33805032922142886,0.9323688896375848
Breast cancer,AZD6738,49,0.10765306122448977,0.4615715876010842,0.9323688896375848
Breast cancer,Talazoparib,49,-0.009693877551020406,0.9472927192503204,0.9843598274253951
Breast cancer,Niraparib,49,0.08316326530612243,0.5699668883692998,0.9605053886154118
Breast cancer,Olaparib,49,0.054897959183673455,0.7079222545024866,0.9621202040318297
Breast cancer,Ribociclib,49,0.011734693877551019,0.9362173599234862,0.9843598274253951
Breast cancer,Trametinib,49,0.02826530612244898,0.847125124052975,0.9706088803804463
Breast cancer,Erlotinib,49,-0.11102040816326529,0.4475936368044189,0.9323688896375848
Breast cancer,Selumetinib,49,0.0910204081632653,0.5339497217317408,0.9522796806568614
Notch signaling pathway,MK-1775,49,-0.1683673469387755,0.24750758024131628,0.9323688896375848
Notch signaling pathway,Paclitaxel,49,0.35183673469387755,0.013171075960799335,0.7945052062349137
Notch signaling pathway,Gefitinib,49,-0.04673469387755102,0.7498236760114362,0.9621202040318297
Notch signaling pathway,Gemcitabine,49,0.10418367346938774,0.47621635052322686,0.9323688896375848
Notch signaling pathway,5-Fluorouracil,49,0.19183673469387755,0.18667016614118184,0.9158113520080801
Notch signaling pathway,Palbociclib,49,0.1608163265306122,0.2696550649578855,0.9323688896375848
Notch signaling pathway,Docetaxel,49,0.20122448979591834,0.1656134335389073,0.9158113520080801
Notch signaling pathway,Cisplatin,49,0.043163265306122446,0.7683909816177775,0.9621202040318297
Notch signaling pathway,AZD7762,49,-0.2820408163265306,0.04960193893686097,0.7950966977719265
Notch signaling pathway,AZD6738,49,-0.10397959183673468,0.47708541011758654,0.9323688896375848
Notch signaling pathway,Talazoparib,49,-0.047346938775510196,0.7466544223759686,0.9621202040318297
Notch signaling pathway,Niraparib,49,0.18255102040816323,0.20931551794996836,0.9166331273697411
Notch signaling pathway,Olaparib,49,0.023673469387755098,0.8717320037956295,0.9744519411513071
Notch signaling pathway,Ribociclib,49,0.19387755102040816,0.1819374625004218,0.9158113520080801
Notch signaling pathway,Trametinib,49,-0.161734693877551,0.2668933812658949,0.9323688896375848
Notch signaling pathway,Erlotinib,49,-0.14316326530612242,0.32642545574993176,0.9323688896375848
Notch signaling pathway,Selumetinib,49,-0.14938775510204083,0.30560774960404147,0.9323688896375848
Glycolysis / Gluconeogenesis,MK-1775,49,0.13734693877551019,0.34666430051386954,0.9323688896375848
Glycolysis / Gluconeogenesis,Paclitaxel,49,0.07346938775510203,0.6158868750288561,0.9605053886154118
Glycolysis / Gluconeogenesis,Gefitinib,49,0.11030612244897958,0.45053904333378725,0.9323688896375848
Glycolysis / Gluconeogenesis,Gemcitabine,49,0.2969387755102041,0.03827482929046099,0.7945052062349137
Glycolysis / Gluconeogenesis,5-Fluorouracil,49,0.2477551020408163,0.08609103234350961,0.8975802883155288
Glycolysis / Gluconeogenesis,Palbociclib,49,0.06918367346938775,0.6366766982115808,0.9605053886154118
Glycolysis / Gluconeogenesis,Docetaxel,49,0.11846938775510203,0.41751592334288967,0.9323688896375848
Glycolysis / Gluconeogenesis,Cisplatin,49,0.151734693877551,0.2979848239192306,0.9323688896375848
Glycolysis / Gluconeogenesis,AZD7762,49,-0.029693877551020407,0.83949784524967,0.9682941803248558
Glycolysis / Gluconeogenesis,AZD6738,49,0.06663265306122448,0.6491856955453683,0.9605053886154118
Glycolysis / Gluconeogenesis,Talazoparib,49,0.17734693877551017,0.22281681510596227,0.9273275876045036
Glycolysis / Gluconeogenesis,Niraparib,49,0.007857142857142856,0.9572690362622425,0.9843598274253951
Glycolysis / Gluconeogenesis,Olaparib,49,0.1324489795918367,0.36429354174468587,0.9323688896375848
Glycolysis / Gluconeogenesis,Ribociclib,49,0.09326530612244896,0.5238675339588198,0.9522796806568614
Glycolysis / Gluconeogenesis,Trametinib,49,-0.04142857142857142,0.7774567185890056,0.9621202040318297
Glycolysis / Gluconeogenesis,Erlotinib,49,0.18153061224489794,0.21191655065046,0.9166331273697411
Glycolysis / Gluconeogenesis,Selumetinib,49,0.11061224489795918,0.44927542755151306,0.9323688896375848
Hippo signaling pathway,MK-1775,49,0.30755102040816323,0.03158023151787739,0.7945052062349137
Hippo signaling pathway,Paclitaxel,49,-0.050306122448979584,0.7313956029570023,0.9621202040318297
Hippo signaling pathway,Gefitinib,49,0.11959183673469387,0.41308588015401715,0.9323688896375848
Hippo signaling pathway,Gemcitabine,49,0.2880612244897959,0.04473459498559972,0.7945052062349137
Hippo signaling pathway,5-Fluorouracil,49,0.19408163265306122,0.1814689736907218,0.9158113520080801
Hippo signaling pathway,Palbociclib,49,0.04408163265306122,0.7636037705935483,0.9621202040318297
Hippo signaling pathway,Docetaxel,49,0.09234693877551019,0.527980619713081,0.9522796806568614
Hippo signaling pathway,Cisplatin,49,-0.03785714285714285,0.7962128220457553,0.9621202040318297
Hippo signaling pathway,AZD7762,49,0.22387755102040813,0.1220107804749679,0.9158113520080801
Hippo signaling pathway,AZD6738,49,0.23959183673469384,0.09729818361168045,0.9048963474017473
Hippo signaling pathway,Talazoparib,49,0.1411224489795918,0.33344047893568296,0.9323688896375848
Hippo signaling pathway,Niraparib,49,0.1010204081632653,0.4897806479081157,0.9323688896375848
Hippo signaling pathway,Olaparib,49,0.0586734693877551,0.688820025647237,0.9621202040318297
Hippo signaling pathway,Ribociclib,49,0.22326530612244896,0.12306164920942514,0.9158113520080801
Hippo signaling pathway,Trametinib,49,0.09132653061224488,0.5325693149111885,0.9522796806568614
Hippo signaling pathway,Erlotinib,49,-0.00836734693877551,0.9544971224182126,0.9843598274253951
Hippo signaling pathway,Selumetinib,49,0.20122448979591834,0.1656134335389073,0.9158113520080801
Base excision repair,MK-1775,49,0.10918367346938775,0.4551889243532322,0.9323688896375848
Base excision repair,Paclitaxel,49,-0.16755102040816325,0.24984060757428433,0.9323688896375848
Base excision repair,Gefitinib,49,0.10489795918367345,0.47318126439221,0.9323688896375848
Base excision repair,Gemcitabine,49,-0.01489795918367347,0.9190748773918306,0.9797021202123788
Base excision repair,5-Fluorouracil,49,-0.20428571428571424,0.15913630524535638,0.9158113520080801
Base excision repair,Palbociclib,49,-0.2246938775510204,0.12062019852669593,0.9158113520080801
Base excision repair,Docetaxel,49,-0.04091836734693877,0.7801287611338564,0.9621202040318297
Base excision repair,Cisplatin,49,-0.10132653061224489,0.4884592435742081,0.9323688896375848
Base excision repair,AZD7762,49,-0.013877551020408161,0.9246011100138916,0.980712553193326
Base excision repair,AZD6738,49,-0.0009183673469387755,0.9950031907108476,0.9950031907108476
Base excision repair,Talazoparib,49,-0.10714285714285714,0.4637098390783039,0.9323688896375848
Base excision repair,Niraparib,49,-0.08346938775510203,0.568542898590928,0.9605053886154118
Base excision repair,Olaparib,49,0.05448979591836734,0.7099983055919936,0.9621202040318297
Base excision repair,Ribociclib,49,-0.08510204081632654,0.5609762197322226,0.9605053886154118
Base excision repair,Trametinib,49,0.07244897959183673,0.6208106550806496,0.9605053886154118
Base excision repair,Erlotinib,49,0.151734693877551,0.2979848239192306,0.9323688896375848
Base excision repair,Selumetinib,49,-0.03397959183673469,0.8167060434618671,0.9644783808895394
Ras signaling pathway,MK-1775,49,0.09051020408163264,0.5362542787680826,0.9522796806568614
Ras signaling pathway,Paclitaxel,49,-0.07938775510204081,0.5876632401166234,0.9605053886154118
Ras signaling pathway,Gefitinib,49,-0.029387755102040815,0.8411310595161197,0.9682941803248558
Ras signaling pathway,Gemcitabine,49,0.0720408163265306,0.6227847955101,0.9605053886154118
Ras signaling pathway,5-Fluorouracil,49,0.04591836734693877,0.754055704860723,0.9621202040318297
Ras signaling pathway,Palbociclib,49,-0.03561224489795918,0.8080616860977516,0.9621202040318297
Ras signaling pathway,Docetaxel,49,0.013061224489795917,0.9290246452206916,0.9813829706016265
Ras signaling pathway,Cisplatin,49,0.08387755102040816,0.566646809656538,0.9605053886154118
Ras signaling pathway,AZD7762,49,0.15551020408163263,0.28598205409279404,0.9323688896375848
Ras signaling pathway,AZD6738,49,0.13020408163265304,0.37255157414815065,0.9323688896375848
Ras signaling pathway,Talazoparib,49,0.08102040816326529,0.579980600025237,0.9605053886154118
Ras signaling pathway,Niraparib,49,-0.03979591836734694,0.7860160687692941,0.9621202040318297
Ras signaling pathway,Olaparib,49,0.11510204081632652,0.4309674535842172,0.9323688896375848
Ras signaling pathway,Ribociclib,49,-0.2664285714285714,0.06424751415527952,0.8766703776965332
Ras signaling pathway,Trametinib,49,0.26153061224489793,0.06949455016292624,0.8945005987034255
Ras signaling pathway,Erlotinib,49,0.03673469387755102,0.8021317503456594,0.9621202040318297
Ras signaling pathway,Selumetinib,49,0.26908163265306123,0.06154041339926841,0.8766703776965332
FoxO signaling pathway,MK-1775,49,0.19265306122448977,0.18476663506886234,0.9158113520080801
FoxO signaling pathway,Paclitaxel,49,-0.013367346938775507,0.927365563621811,0.9810480853944195
FoxO signaling pathway,Gefitinib,49,0.16183673469387755,0.2665876938626573,0.9323688896375848
FoxO signaling pathway,Gemcitabine,49,0.05928571428571428,0.6857400077415795,0.9621202040318297
FoxO signaling pathway,5-Fluorouracil,49,0.13989795918367345,0.33769432575057523,0.9323688896375848
FoxO signaling pathway,Palbociclib,49,-0.04510204081632652,0.758294893401669,0.9621202040318297
FoxO signaling pathway,Docetaxel,49,0.033265306122448976,0.8204948103641533,0.9669803857890183
FoxO signaling pathway,Cisplatin,49,0.07928571428571428,0.5881449137857502,0.9605053886154118
FoxO signaling pathway,AZD7762,49,0.2007142857142857,0.16671134849082567,0.9158113520080801
FoxO signaling pathway,AZD6738,49,0.19602040816326527,0.17706147826997853,0.9158113520080801
FoxO signaling pathway,Talazoparib,49,-0.06683673469387755,0.6481813858343445,0.9605053886154118
FoxO signaling pathway,Niraparib,49,0.11357142857142856,0.43716126136401734,0.9323688896375848
FoxO signaling pathway,Olaparib,49,0.0273469387755102,0.8520357483081231,0.9707745124543434
FoxO signaling pathway,Ribociclib,49,-0.08867346938775508,0.5445905790930886,0.9562805840174761
FoxO signaling pathway,Trametinib,49,0.3360204081632652,0.018249740242580696,0.7945052062349137
FoxO signaling pathway,Erlotinib,49,0.08255102040816324,0.5728197946423561,0.9605053886154118
FoxO signaling pathway,Selumetinib,49,0.2123469387755102,0.1429700230025384,0.9158113520080801
NF-kappa B signaling pathway,MK-1775,49,-0.03642857142857142,0.8037479272364979,0.9621202040318297
NF-kappa B signaling pathway,Paclitaxel,49,-0.251734693877551,0.08100679718876788,0.8975802883155288
NF-kappa B signaling pathway,Gefitinib,49,-0.038979591836734696,0.7903052171070429,0.9621202040318297
NF-kappa B signaling pathway,Gemcitabine,49,-0.15867346938775506,0.2761725409235901,0.9323688896375848
NF-kappa B signaling pathway,5-Fluorouracil,49,-0.3378571428571428,0.01758568321894194,0.7945052062349137
NF-kappa B signaling pathway,Palbociclib,49,-0.10795918367346936,0.4602911992287255,0.9323688896375848
NF-kappa B signaling pathway,Docetaxel,49,-0.16010204081632654,0.27181611102311815,0.9323688896375848
NF-kappa B signaling pathway,Cisplatin,49,-0.14581632653061224,0.3174457718725805,0.9323688896375848
NF-kappa B signaling pathway,AZD7762,49,-0.15,0.3036072034980922,0.9323688896375848
NF-kappa B signaling pathway,AZD6738,49,-0.18357142857142855,0.20673694230095502,0.9166331273697411
NF-kappa B signaling pathway,Talazoparib,49,-0.1610204081632653,0.26903972418286864,0.9323688896375848
NF-kappa B signaling pathway,Niraparib,49,-0.07908163265306122,0.5891087904680494,0.9605053886154118
NF-kappa B signaling pathway,Olaparib,49,-0.17061224489795915,0.24116802839980264,0.9323688896375848
NF-kappa B signaling pathway,Ribociclib,49,-0.16316326530612243,0.2626349688901051,0.9323688896375848
NF-kappa B signaling pathway,Trametinib,49,-0.2841836734693877,0.04782247479389358,0.7945052062349137
NF-kappa B signaling pathway,Erlotinib,49,0.03551020408163265,0.8086013060250387,0.9621202040318297
NF-kappa B signaling pathway,Selumetinib,49,-0.3204081632653061,0.02480064341123055,0.7945052062349137
Oxidative phosphorylation,MK-1775,49,-0.20510204081632652,0.15744082923543432,0.9158113520080801
Oxidative phosphorylation,Paclitaxel,49,-0.11357142857142856,0.43716126136401734,0.9323688896375848
Oxidative phosphorylation,Gefitinib,49,0.12010204081632651,0.41108116564963015,0.9323688896375848
Oxidative phosphorylation,Gemcitabine,49,0.06214285714285714,0.671433999428831,0.9605053886154118
Oxidative phosphorylation,5-Fluorouracil,49,0.05193877551020408,0.7230203208919215,0.9621202040318297
Oxidative phosphorylation,Palbociclib,49,0.21367346938775508,0.1404310801132494,0.9158113520080801
Oxidative phosphorylation,Docetaxel,49,0.05744897959183673,0.6949950173364751,0.9621202040318297
Oxidative phosphorylation,Cisplatin,49,-0.005714285714285713,0.9689161581635866,0.9854089277695735
Oxidative phosphorylation,AZD7762,49,-0.2441836734693877,0.09086312084179088,0.8975802883155288
Oxidative phosphorylation,AZD6738,49,-0.12551020408163266,0.3901771939079699,0.9323688896375848
Oxidative phosphorylation,Talazoparib,49,0.061326530612244884,0.6755099606680803,0.9606960724676396
Oxidative phosphorylation,Niraparib,49,0.07948979591836733,0.5871817431159307,0.9605053886154118
Oxidative phosphorylation,Olaparib,49,0.1361224489795918,0.351021531557555,0.9323688896375848
Oxidative phosphorylation,Ribociclib,49,0.11132653061224489,0.44633456971481267,0.9323688896375848
Oxidative phosphorylation,Trametinib,49,-0.13193877551020408,0.36616057469328755,0.9323688896375848
Oxidative phosphorylation,Erlotinib,49,0.11989795918367346,0.4118823798321448,0.9323688896375848
Oxidative phosphorylation,Selumetinib,49,-0.014591836734693876,0.9207323619506214,0.9797021202123788
Focal adhesion,MK-1775,49,0.3575510204081633,0.011661151316995723,0.7945052062349137
Focal adhesion,Paclitaxel,49,0.23775510204081632,0.0999687640962691,0.9048963474017473
Focal adhesion,Gefitinib,49,-0.15632653061224488,0.28342903319574725,0.9323688896375848
Focal adhesion,Gemcitabine,49,0.22999999999999995,0.11187225467565376,0.9158113520080801
Focal adhesion,5-Fluorouracil,49,0.10755102040816325,0.46199881107906304,0.9323688896375848
Focal adhesion,Palbociclib,49,0.12142857142857141,0.40589514214942146,0.9323688896375848
Focal adhesion,Docetaxel,49,0.31622448979591833,0.02685821364465323,0.7945052062349137
Focal adhesion,Cisplatin,49,0.11928571428571427,0.41429139361828626,0.9323688896375848
Focal adhesion,AZD7762,49,0.39357142857142846,0.00514568768195702,0.6566504290784966
Focal adhesion,AZD6738,49,0.26510204081632655,0.06563628911206973,0.8766703776965332
Focal adhesion,Talazoparib,49,0.2561224489795918,0.07567772596131755,0.8975802883155288
Focal adhesion,Niraparib,49,0.09989795918367346,0.49464167913862733,0.9343231717062961
Focal adhesion,Olaparib,49,0.33,0.020577213902534863,0.7945052062349137
Focal adhesion,Ribociclib,49,0.09142857142857141,0.5321095680402108,0.9522796806568614
Focal adhesion,Trametinib,49,0.2951020408163265,0.03954424218833729,0.7945052062349137
Focal adhesion,Erlotinib,49,0.06999999999999999,0.6326946786944219,0.9605053886154118
Focal adhesion,Selumetinib,49,0.2697959183673469,0.06082741162915226,0.8766703776965332
Transcriptional misregulation in cancer,MK-1775,49,-0.07346938775510203,0.6158868750288561,0.9605053886154118
Transcriptional misregulation in cancer,Paclitaxel,49,-0.24499999999999994,0.08975461498561638,0.8975802883155288
Transcriptional misregulation in cancer,Gefitinib,49,0.15316326530612243,0.2934055021593189,0.9323688896375848
Transcriptional misregulation in cancer,Gemcitabine,49,0.04326530612244898,0.7678586433564611,0.9621202040318297
Transcriptional misregulation in cancer,5-Fluorouracil,49,-0.22918367346938773,0.11318561943126097,0.9158113520080801
Transcriptional misregulation in cancer,Palbociclib,49,-0.027551020408163266,0.8509440118775948,0.9707745124543434
Transcriptional misregulation in cancer,Docetaxel,49,-0.026224489795918363,0.8580451508115967,0.9724511709198096
Transcriptional misregulation in cancer,Cisplatin,49,-0.11081632653061223,0.4484340989681216,0.9323688896375848
Transcriptional misregulation in cancer,AZD7762,49,-0.18989795918367341,0.19124714270168836,0.9159020465389225
Transcriptional misregulation in cancer,AZD6738,49,-0.02336734693877551,0.8733770077227427,0.9744519411513071
Transcriptional misregulation in cancer,Talazoparib,49,0.04612244897959183,0.7529970219084912,0.9621202040318297
Transcriptional misregulation in cancer,Niraparib,49,-0.16377551020408163,0.2608239111263136,0.9323688896375848
Transcriptional misregulation in cancer,Olaparib,49,0.052755102040816314,0.7188446185116932,0.9621202040318297
Transcriptional misregulation in cancer,Ribociclib,49,-0.21938775510204078,0.12987661301685874,0.9158113520080801
Transcriptional misregulation in cancer,Trametinib,49,0.036326530612244896,0.804286833699074,0.9621202040318297
Transcriptional misregulation in cancer,Erlotinib,49,0.20816326530612245,0.15120070858533766,0.9158113520080801
Transcriptional misregulation in cancer,Selumetinib,49,0.0014285714285714284,0.9922272553541449,0.9935864707724383
Mismatch repair,MK-1775,49,-0.009591836734693876,0.947846763369648,0.9843598274253951
Mismatch repair,Paclitaxel,49,0.019693877551020405,0.8931564427462443,0.9744736711156785
Mismatch repair,Gefitinib,49,-0.10142857142857141,0.4880191891464588,0.9323688896375848
Mismatch repair,Gemcitabine,49,0.06408163265306122,0.6617911709685911,0.9605053886154118
Mismatch repair,5-Fluorouracil,49,0.0510204081632653,0.7277275385246994,0.9621202040318297
Mismatch repair,Palbociclib,49,-0.05612244897959183,0.701706747061227,0.9621202040318297
Mismatch repair,Docetaxel,49,-0.17418367346938776,0.231312087235799,0.9323688896375848
Mismatch repair,Cisplatin,49,0.04153061224489796,0.776922614516843,0.9621202040318297
Mismatch repair,AZD7762,49,-0.09397959183673468,0.5206794971744251,0.9522796806568614
Mismatch repair,AZD6738,49,-0.1279591836734694,0.38092084046259556,0.9323688896375848
Mismatch repair,Talazoparib,49,0.1133673469387755,0.4379908320578626,0.9323688896375848
Mismatch repair,Niraparib,49,0.06153061224489796,0.6744901012679931,0.9606960724676396
Mismatch repair,Olaparib,49,-0.009489795918367346,0.9484008318941588,0.9843598274253951
Mismatch repair,Ribociclib,49,0.042142857142857135,0.7737201406358614,0.9621202040318297
Mismatch repair,Trametinib,49,-0.08469387755102038,0.5628634603384526,0.9605053886154118
Mismatch repair,Erlotinib,49,-0.11530612244897957,0.4301453512882609,0.9323688896375848
Mismatch repair,Selumetinib,49,-0.0563265306122449,0.7006726910758645,0.9621202040318297
Small cell lung cancer,MK-1775,49,0.1443877551020408,0.32226132826091836,0.9323688896375848
Small cell lung cancer,Paclitaxel,49,0.18265306122448977,0.20905665081751337,0.9166331273697411
Small cell lung cancer,Gefitinib,49,-0.11285714285714284,0.4400685871276344,0.9323688896375848
Small cell lung cancer,Gemcitabine,49,0.2948979591836734,0.039687397690391285,0.7945052062349137
Small cell lung cancer,5-Fluorouracil,49,0.12530612244897957,0.39095448073335604,0.9323688896375848
Small cell lung cancer,Palbociclib,49,0.10877551020408163,0.45688624955003876,0.9323688896375848
Small cell lung cancer,Docetaxel,49,0.15193877551020407,0.2973278219880991,0.9323688896375848
Small cell lung cancer,Cisplatin,49,0.0680612244897959,0.6421685803669201,0.9605053886154118
Small cell lung cancer,AZD7762,49,0.11459183673469386,0.4330265629077048,0.9323688896375848
Small cell lung cancer,AZD6738,49,0.10142857142857141,0.4880191891464588,0.9323688896375848
Small cell lung cancer,Talazoparib,49,0.22520408163265304,0.11975720032838155,0.9158113520080801
Small cell lung cancer,Niraparib,49,-0.06051020408163265,0.6795951493526698,0.9621202040318297
Small cell lung cancer,Olaparib,49,0.10040816326530612,0.49242903085576994,0.9343231717062961
Small cell lung cancer,Ribociclib,49,-0.006938775510204081,0.9622597196912355,0.9843598274253951
Small cell lung cancer,Trametinib,49,0.22265306122448977,0.12411934321591053,0.9158113520080801
Small cell lung cancer,Erlotinib,49,-0.03653061224489795,0.8032091110312127,0.9621202040318297
Small cell lung cancer,Selumetinib,49,0.1514285714285714,0.29897208512810125,0.9323688896375848
VEGF signaling pathway,MK-1775,49,0.2396938775510204,0.09715145229790338,0.9048963474017473
VEGF signaling pathway,Paclitaxel,49,0.18683673469387752,0.19863568635007803,0.9166331273697411
VEGF signaling pathway,Gefitinib,49,0.02214285714285714,0.8799622545452193,0.9744736711156785
VEGF signaling pathway,Gemcitabine,49,0.05285714285714285,0.7183232234711859,0.9621202040318297
VEGF signaling pathway,5-Fluorouracil,49,0.07448979591836734,0.6109797676119699,0.9605053886154118
VEGF signaling pathway,Palbociclib,49,-0.12040816326530611,0.4098810248399586,0.9323688896375848
VEGF signaling pathway,Docetaxel,49,0.28459183673469385,0.04748948830846395,0.7945052062349137
VEGF signaling pathway,Cisplatin,49,-0.019693877551020405,0.8931564427462443,0.9744736711156785
VEGF signaling pathway,AZD7762,49,0.1854081632653061,0.20215190096423594,0.9166331273697411
VEGF signaling pathway,AZD6738,49,0.056836734693877546,0.6980899018098924,0.9621202040318297
VEGF signaling pathway,Talazoparib,49,-0.05653061224489796,0.6996391715547898,0.9621202040318297
VEGF signaling pathway,Niraparib,49,-0.17887755102040812,0.21878475842827289,0.9273275876045036
VEGF signaling pathway,Olaparib,49,0.09989795918367346,0.49464167913862733,0.9343231717062961
VEGF signaling pathway,Ribociclib,49,-0.06816326530612245,0.6416685294430257,0.9605053886154118
VEGF signaling pathway,Trametinib,49,0.24693877551020407,0.08716413493376979,0.8975802883155288
VEGF signaling pathway,Erlotinib,49,-0.11051020408163266,0.4496964165180789,0.9323688896375848
VEGF signaling pathway,Selumetinib,49,0.36265306122448976,0.010441025631946606,0.7945052062349137
Non-small cell lung cancer,MK-1775,49,-0.10183673469387754,0.48626104292648387,0.9323688896375848
Non-small cell lung cancer,Paclitaxel,49,0.12081632653061222,0.40828397690287555,0.9323688896375848
Non-small cell lung cancer,Gefitinib,49,0.12163265306122449,0.40510066265574607,0.9323688896375848
Non-small cell lung cancer,Gemcitabine,49,0.07010204081632652,0.6321976468909178,0.9605053886154118
