pathway,drug,n,rho,P,q
Hepatocellular carcinoma,MK-1775,805,0.04447054065860454,0.20752353679049176,0.3095054587293868
Hepatocellular carcinoma,Paclitaxel,805,0.03133914294869686,0.3745370098835026,0.49630903469341536
Hepatocellular carcinoma,Gefitinib,805,0.04221564372702091,0.2315262813619617,0.34053463113801613
Hepatocellular carcinoma,Gemcitabine,805,-0.04443479319031432,0.2078894394475088,0.3095054587293868
Hepatocellular carcinoma,5-Fluorouracil,805,-0.0023797600318920782,0.9462513521733634,0.9626369822295918
Hepatocellular carcinoma,Palbociclib,805,-0.0097439340856247,0.7825196912541719,0.8350684588420433
Hepatocellular carcinoma,Docetaxel,805,-0.0008840827432207063,0.9800193218810169,0.9867687662465887
Hepatocellular carcinoma,Cisplatin,805,0.014660510618309282,0.6778991541375273,0.7508246692038372
Hepatocellular carcinoma,AZD7762,805,0.006224890221457176,0.8600244048930371,0.8994334749521966
Hepatocellular carcinoma,AZD6738,805,-0.019139916833077957,0.5876438585504846,0.6788962033605855
Hepatocellular carcinoma,Talazoparib,805,-0.027710130818711334,0.4323742038745304,0.5449405914349684
Hepatocellular carcinoma,Niraparib,805,0.00620119659704345,0.8605517315984866,0.8994334749521966
Hepatocellular carcinoma,Olaparib,805,-0.01150668217717264,0.7444417002332206,0.8038210972976134
Hepatocellular carcinoma,Ribociclib,805,-0.022536478405101625,0.523145502922703,0.6255042427155886
Hepatocellular carcinoma,Trametinib,805,-0.021685509232347272,0.5389584623327223,0.6391918827555559
Hepatocellular carcinoma,Erlotinib,805,0.0498212741603083,0.1578805612714706,0.2487299359686315
Hepatocellular carcinoma,Selumetinib,805,-0.03924683258798098,0.2660393463006851,0.3835794125163724
Mitophagy,MK-1775,805,0.08001438179998394,0.023187985291606674,0.052690845235733634
Mitophagy,Paclitaxel,805,0.0026698804116065634,0.939710552350893,0.9626369822295918
Mitophagy,Gefitinib,805,0.021274390343490844,0.5466827502327825,0.644926376006606
Mitophagy,Gemcitabine,805,0.016181181235293562,0.6466524982611261,0.7254350380080933
Mitophagy,5-Fluorouracil,805,0.04658527714984561,0.1866998868012053,0.2849219566840941
Mitophagy,Palbociclib,805,0.0026745501413137796,0.9396053047173375,0.9626369822295918
Mitophagy,Docetaxel,805,0.02676155786938624,0.4483020393345537,0.5592300183507829
Mitophagy,Cisplatin,805,0.05835539562486874,0.09802046871096966,0.17100945734539097
Mitophagy,AZD7762,805,0.002572874572623374,0.9418971312146882,0.9626369822295918
Mitophagy,AZD6738,805,0.019185049737058275,0.5867632657933325,0.6788962033605855
Mitophagy,Talazoparib,805,0.06393563523412177,0.06982385657581155,0.13257464716082662
Mitophagy,Niraparib,805,0.0347727631895851,0.32444927757002817,0.4501179745495678
Mitophagy,Olaparib,805,0.04757976527669438,0.17745774370148426,0.27358624832201167
Mitophagy,Ribociclib,805,0.03263019244053763,0.3551696110318314,0.47702280602884556
Mitophagy,Trametinib,805,-0.003908918947331373,0.9118273040738125,0.9427804233068698
Mitophagy,Erlotinib,805,0.05887582723529218,0.09505631777362816,0.166555346345984
Mitophagy,Selumetinib,805,-0.0063875020961956545,0.8564069984441774,0.8981829495877959
