pathway,drug,n,rho,P,q
VEGF signaling pathway,Niraparib,805,-0.047983707067670134,0.17380247345325345,0.2697443908584464
VEGF signaling pathway,Olaparib,805,-0.0408970820266376,0.24644183489526772,0.3581490682076356
VEGF signaling pathway,Ribociclib,805,0.0023539040767066137,0.9468344599494892,0.9626369822295918
VEGF signaling pathway,Trametinib,805,0.10404273041647179,0.0031227223928797098,0.01001188626839942
VEGF signaling pathway,Erlotinib,805,0.07829963049447673,0.02631594488319068,0.05882861073275959
VEGF signaling pathway,Selumetinib,805,0.09127179784691662,0.009569835167651728,0.02581383582123031
Non-small cell lung cancer,MK-1775,805,0.1794658858965656,2.9650021145911426e-07,4.33483309153225e-06
Non-small cell lung cancer,Paclitaxel,805,0.15554080007618762,9.282959471876997e-06,7.890515551095447e-05
Non-small cell lung cancer,Gefitinib,805,0.1313662180903813,0.00018577940382254795,0.0009840923492339315
Non-small cell lung cancer,Gemcitabine,805,0.17220687248528407,8.87304689656476e-07,1.0810328802314733e-05
Non-small cell lung cancer,5-Fluorouracil,805,0.1519104537421089,1.5010778139770179e-05,0.00011312246206362887
Non-small cell lung cancer,Palbociclib,805,0.1973092105244619,1.6513750334581013e-08,3.3532087484940894e-07
Non-small cell lung cancer,Docetaxel,805,0.15390106413071122,1.1549056285635424e-05,9.184455676753488e-05
Non-small cell lung cancer,Cisplatin,805,0.19178470730667668,4.1594578626453035e-08,7.565173905055428e-07
Non-small cell lung cancer,AZD7762,805,0.17963735412606066,2.887640243669816e-07,4.307887792087012e-06
Non-small cell lung cancer,AZD6738,805,0.12437434454348481,0.0004045881953061966,0.0018256417948693193
Non-small cell lung cancer,Talazoparib,805,0.1481723819292637,2.4342488971140408e-05,0.0001717450542066377
Non-small cell lung cancer,Niraparib,805,0.15474508535570686,1.0323817560178237e-05,8.479450153359878e-05
Non-small cell lung cancer,Olaparib,805,0.13515975138716968,0.00011980361068347198,0.000653555517982224
Non-small cell lung cancer,Ribociclib,805,0.158173713833005,6.506360456618014e-06,6.172080062298199e-05
Non-small cell lung cancer,Trametinib,805,0.00321182031215315,0.927503656942483,0.9549368636971198
Non-small cell lung cancer,Erlotinib,805,0.12291256293475211,0.00047373989349514645,0.002111608915518
Non-small cell lung cancer,Selumetinib,805,0.035575079919975355,0.31340386321281244,0.4397278771757503
Chemokine signaling pathway,MK-1775,805,0.18963150893192132,5.919134864717292e-08,9.615305746907422e-07
Chemokine signaling pathway,Paclitaxel,805,0.135649726338638,0.00011310801887674838,0.000621668885706038
Chemokine signaling pathway,Gefitinib,805,0.08289078780381035,0.018661975546517794,0.04443616978665964
Chemokine signaling pathway,Gemcitabine,805,0.16018182901438432,4.942295712365518e-06,4.7537081128147287e-05
Chemokine signaling pathway,5-Fluorouracil,805,0.1402637491457068,6.518512224880973e-05,0.0003812025949110393
Chemokine signaling pathway,Palbociclib,805,0.17907365392651467,3.149550216866239e-07,4.491666172363138e-06
Chemokine signaling pathway,Docetaxel,805,0.11633903205068223,0.0009432180649943637,0.0037069484167251607
Chemokine signaling pathway,Cisplatin,805,0.14488821555033274,3.6873006071962544e-05,0.00024048318249394855
Chemokine signaling pathway,AZD7762,805,0.19703417931841033,1.7301913778740433e-08,3.418297019529529e-07
Chemokine signaling pathway,AZD6738,805,0.14387357634097286,4.184548050000196e-05,0.00026104473639554474
Chemokine signaling pathway,Talazoparib,805,0.1565575786128004,8.097993510927442e-06,7.219064946936536e-05
Chemokine signaling pathway,Niraparib,805,0.1789801205890465,3.195166087043545e-07,4.491666172363138e-06
Chemokine signaling pathway,Olaparib,805,0.15191438734383197,1.5003052246938121e-05,0.00011312246206362887
Chemokine signaling pathway,Ribociclib,805,0.0899061939504886,0.010708451607261566,0.028041206620316023
Chemokine signaling pathway,Trametinib,805,0.02875621583833679,0.41519421325208583,0.5278382084996083
Chemokine signaling pathway,Erlotinib,805,0.1215669260926844,0.0005469785823846852,0.002401758071027853
Chemokine signaling pathway,Selumetinib,805,0.05203223437089172,0.1402149832049926,0.22884816214762213
JAK-STAT signaling pathway,MK-1775,805,0.3038033788028554,1.1918531396922179e-18,8.712446451150113e-16
JAK-STAT signaling pathway,Paclitaxel,805,0.21547971193153415,6.536956719504325e-10,2.1720524372534825e-08
JAK-STAT signaling pathway,Gefitinib,805,0.14627374049408337,3.098091488486402e-05,0.00021165466150313642
JAK-STAT signaling pathway,Gemcitabine,805,0.23246693646727137,2.437043069790838e-11,1.0479285200100603e-09
JAK-STAT signaling pathway,5-Fluorouracil,805,0.2140204147028371,8.565605339569491e-10,2.5045830012901192e-08
JAK-STAT signaling pathway,Palbociclib,805,0.21983216299000752,2.88598443991155e-10,1.0045974407501633e-08
JAK-STAT signaling pathway,Docetaxel,805,0.20556689875051154,3.947813948648385e-09,9.309199988586998e-08
JAK-STAT signaling pathway,Cisplatin,805,0.2807222230784643,4.811049397612443e-16,7.033754219309391e-14
JAK-STAT signaling pathway,AZD7762,805,0.282074991011375,3.4359265891441276e-16,6.279155841660893e-14
JAK-STAT signaling pathway,AZD6738,805,0.23633707148182456,1.109757848844702e-11,5.794521339324836e-10
JAK-STAT signaling pathway,Talazoparib,805,0.2266676343480262,7.71769463941203e-11,2.822459269855238e-09
JAK-STAT signaling pathway,Niraparib,805,0.28786946239166206,7.956131310557239e-17,1.9386439960057805e-14
JAK-STAT signaling pathway,Olaparib,805,0.2276232235245025,6.39625055895544e-11,2.59758842144246e-09
JAK-STAT signaling pathway,Ribociclib,805,0.17431061329451564,6.488157059943852e-07,8.320776861085887e-06
JAK-STAT signaling pathway,Trametinib,805,0.05208309515106525,0.13982724190311915,0.22884816214762213
JAK-STAT signaling pathway,Erlotinib,805,0.1475706328797116,2.6284326412289075e-05,0.00018298897721317442
JAK-STAT signaling pathway,Selumetinib,805,0.14073966894715884,6.152242887045714e-05,0.00036461668902295415
MAPK signaling pathway,MK-1775,805,0.10817393236643408,0.0021161980053026235,0.007401630343905348
MAPK signaling pathway,Paclitaxel,805,0.11148977459081914,0.0015337918558723628,0.00574975305970614
MAPK signaling pathway,Gefitinib,805,0.05470731357775798,0.12091748116161677,0.20460805261375428
MAPK signaling pathway,Gemcitabine,805,0.10196137203107958,0.003780049389430034,0.011758366398610021
MAPK signaling pathway,5-Fluorouracil,805,0.05797924208466169,0.10020840952179583,0.17399607449033908
MAPK signaling pathway,Palbociclib,805,0.08974904592761257,0.010846903622422193,0.02821738985050044
MAPK signaling pathway,Docetaxel,805,0.10602007900110025,0.0025963937035389704,0.00870625595085774
MAPK signaling pathway,Cisplatin,805,0.1109574271576323,0.0016160692200677734,0.005993528477984935
MAPK signaling pathway,AZD7762,805,0.08691187190904592,0.013634694562476738,0.0347280896347404
MAPK signaling pathway,AZD6738,805,0.09858891814680891,0.005115125649273645,0.015099702118098258
MAPK signaling pathway,Talazoparib,805,0.11351891498842577,0.0012542494597397112,0.004876895505690047
MAPK signaling pathway,Niraparib,805,0.1130132976441406,0.0013191329673573457,0.0051020433816837026
MAPK signaling pathway,Olaparib,805,0.10559277652702534,0.0027027434328569153,0.008980479315538204
MAPK signaling pathway,Ribociclib,805,0.07224061864743449,0.040448290087887424,0.0835245764244229
MAPK signaling pathway,Trametinib,805,0.013317634198503346,0.7059622278490701,0.7728586425300279
MAPK signaling pathway,Erlotinib,805,0.09264186442600124,0.008537059866123096,0.023756239182793883
MAPK signaling pathway,Selumetinib,805,0.06910724033455398,0.049990696035818585,0.10094806298945685
Wnt signaling pathway,MK-1775,805,-0.0024887507041952204,0.9437936960700796,0.9626369822295918
Wnt signaling pathway,Paclitaxel,805,-0.02566104637026326,0.46719105344753753,0.5788417967290677
Wnt signaling pathway,Gefitinib,805,-0.0731870064163715,0.037888594386917905,0.07958782326677295
Wnt signaling pathway,Gemcitabine,805,-0.042298433391355875,0.23061159340856932,0.339873134640452
Wnt signaling pathway,5-Fluorouracil,805,-0.04159245539790221,0.2384940674214063,0.34937708073155915
Wnt signaling pathway,Palbociclib,805,0.01573736293489799,0.6557110541485791,0.7340348860376896
Wnt signaling pathway,Docetaxel,805,-0.0286858137338703,0.4163376461275341,0.5283729502069922
Wnt signaling pathway,Cisplatin,805,-0.024284722834051926,0.49142152674414563,0.59971475133551
Wnt signaling pathway,AZD7762,805,-0.03615440053865039,0.3055838267984849,0.43040804892040935
Wnt signaling pathway,AZD6738,805,-0.023415879927152453,0.5070576525386442,0.6146917811040612
Wnt signaling pathway,Talazoparib,805,-0.016556552655859764,0.6390314996217465,0.7197719972627069
Wnt signaling pathway,Niraparib,805,-0.022031068092486106,0.5325084542338493,0.6339799349266186
Wnt signaling pathway,Olaparib,805,-0.004915483921575483,0.8892535460229702,0.9207426942532454
Wnt signaling pathway,Ribociclib,805,0.006576107947232687,0.8522151124112902,0.8963586290254002
Wnt signaling pathway,Trametinib,805,-0.018755021955708565,0.59517825071016,0.6851579547545306
Wnt signaling pathway,Erlotinib,805,-0.048558357972018976,0.16869961583573523,0.2635030324271847
Wnt signaling pathway,Selumetinib,805,-0.03290324420926669,0.3511557666339208,0.47273455876500203
Antigen processing and presentation,MK-1775,805,-0.04207702452244119,0.23306354527662693,0.3421073325245267
Antigen processing and presentation,Paclitaxel,805,-0.05117224781874883,0.14689682649473418,0.23465191481943215
Antigen processing and presentation,Gefitinib,805,-0.04973816244670947,0.15857602698327317,0.24928833489198426
Antigen processing and presentation,Gemcitabine,805,-0.030789680897486883,0.38297368789735997,0.5017092578010218
Antigen processing and presentation,5-Fluorouracil,805,-0.06573727083031891,0.062286505123085346,0.1201883762631243
Antigen processing and presentation,Palbociclib,805,-0.06573042766146935,0.06231380930742012,0.1201883762631243
Antigen processing and presentation,Docetaxel,805,-0.039097862024766644,0.26785971659609675,0.3847512978743622
Antigen processing and presentation,Cisplatin,805,0.017227933356965614,0.6254955919085665,0.7099957728030468
Antigen processing and presentation,AZD7762,805,-0.0923838799621178,0.008723573202235975,0.024063894380507538
Antigen processing and presentation,AZD6738,805,-0.05361506049580404,0.12853007753079584,0.21549423549314625
Antigen processing and presentation,Talazoparib,805,0.030898740580346574,0.38128995818121847,0.5013002867454509
Antigen processing and presentation,Niraparib,805,0.00020243096586484833,0.9954245143712825,0.9995265384689663
Antigen processing and presentation,Olaparib,805,0.028782462853342676,0.4147683978667903,0.5278382084996083
Antigen processing and presentation,Ribociclib,805,-0.06574444792819957,0.062257879179122545,0.1201883762631243
Antigen processing and presentation,Trametinib,805,-0.08025748298717256,0.022771709042721654,0.052439071712156636
Antigen processing and presentation,Erlotinib,805,-0.08023374335572112,0.02281207223593134,0.052439071712156636
Antigen processing and presentation,Selumetinib,805,-0.09269686583956746,0.008497759143098565,0.023756239182793883
TNF signaling pathway,MK-1775,805,0.146052285618131,3.1858545697547485e-05,0.0002117145173173383
TNF signaling pathway,Paclitaxel,805,0.12649796039300132,0.00032073314931338996,0.0015089069110433898
TNF signaling pathway,Gefitinib,805,0.06158529670283663,0.0807635607341509,0.14722733889442471
TNF signaling pathway,Gemcitabine,805,0.13388149185180856,0.0001390697495662687,0.0007530369402440178
TNF signaling pathway,5-Fluorouracil,805,0.09506839061171188,0.00694950389231793,0.01984409119251721
TNF signaling pathway,Palbociclib,805,0.05051642928865775,0.15215365062629063,0.24231877692335174
TNF signaling pathway,Docetaxel,805,0.12026080998760345,0.0006280162743796368,0.002653641020644592
TNF signaling pathway,Cisplatin,805,0.18079762861324894,2.413013582766165e-07,3.674818602087638e-06
TNF signaling pathway,AZD7762,805,0.11218195047296384,0.0014325699040874096,0.00545421145774946
TNF signaling pathway,AZD6738,805,0.12949064918460576,0.00022979395212671045,0.0011466653093083596
TNF signaling pathway,Talazoparib,805,0.1685719714544734,1.5105054545007983e-06,1.6987376726770515e-05
TNF signaling pathway,Niraparib,805,0.15287243789682506,1.3229966156329398e-05,0.00010288409851358286
TNF signaling pathway,Olaparib,805,0.16860583263421808,1.5031156350782617e-06,1.6987376726770515e-05
TNF signaling pathway,Ribociclib,805,0.045875411561706596,0.19351078831444118,0.2947008047038677
TNF signaling pathway,Trametinib,805,-0.09213475185299096,0.00890712459155378,0.024386172570883196
TNF signaling pathway,Erlotinib,805,0.05115685846463933,0.14701857317004094,0.23465191481943215
TNF signaling pathway,Selumetinib,805,-0.023422919003920028,0.5069299338770997,0.6146917811040612
Proteoglycans in cancer,MK-1775,805,-0.06398808325709583,0.0695943243625362,0.1324829455963905
Proteoglycans in cancer,Paclitaxel,805,-0.07345665366431102,0.03718495604058177,0.07880741755679332
Proteoglycans in cancer,Gefitinib,805,-0.08632663938602687,0.014282702450316705,0.036002260314419006
Proteoglycans in cancer,Gemcitabine,805,-0.08671583592142089,0.013848811259347947,0.03502934612658598
Proteoglycans in cancer,5-Fluorouracil,805,-0.12446148187288208,0.00040077902884458143,0.0018196861495986896
Proteoglycans in cancer,Palbociclib,805,-0.07970159191079876,0.023733283656095956,0.053546389977179455
Proteoglycans in cancer,Docetaxel,805,-0.03127887390919542,0.37545676632757685,0.49630903469341536
Proteoglycans in cancer,Cisplatin,805,-0.0590225436785065,0.09423376399356886,0.16598766621517794
Proteoglycans in cancer,AZD7762,805,-0.059871971615498024,0.08958285622950589,0.15894433957225437
Proteoglycans in cancer,AZD6738,805,-0.05314774401040126,0.13189852494523616,0.21963057342817227
Proteoglycans in cancer,Talazoparib,805,-0.027227977063651425,0.4404290060516861,0.5531848856078738
Proteoglycans in cancer,Niraparib,805,-0.032237016296382856,0.36099982147121124,0.48155268156105
Proteoglycans in cancer,Olaparib,805,-0.020212938973274742,0.5668753278749484,0.6619582502820883
Proteoglycans in cancer,Ribociclib,805,-0.03909418123690381,0.267904802487073,0.3847512978743622
Proteoglycans in cancer,Trametinib,805,-0.11094601741228355,0.0016178762338954916,0.005993528477984935
Proteoglycans in cancer,Erlotinib,805,-0.06947506660093793,0.04878095557767355,0.0987780568622697
Proteoglycans in cancer,Selumetinib,805,-0.1151638276107096,0.0010629676778374107,0.004155237286091696
